,file_name,is_alpha,text_in_header,is_num,is_alphanum,is_blank,is_nullDefault,all_small,all_capital,starts_capital,contain_colon,contain_special,text_length,year_range,has_merge_cell,right_align,left_align,center_align,italics_font,underline_font,bold_font,left_alpha,left_in_header,left_num,left_alphanum,left_blank,above_alpha,above_in_header,above_num,above_alphanum,above_blank,below_alpha,below_in_header,below_num,below_alphanum,below_blank,right_alpha,right_in_header,right_num,right_alphanum,right_blank,label,K0,K1,K2,K3,K4,K5,K6,K7
5628,"01sumdat.xlsx___SO2___[13,37]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5629,"01sumdat.xlsx___SO2___[13,38]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5630,"01sumdat.xlsx___SO2___[13,39]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5631,"01sumdat.xlsx___SO2___[13,40]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5632,"01sumdat.xlsx___SO2___[13,41]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5633,"01sumdat.xlsx___SO2___[13,42]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5634,"01sumdat.xlsx___SO2___[13,43]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5635,"01sumdat.xlsx___SO2___[13,44]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5636,"01sumdat.xlsx___SO2___[13,45]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5637,"01sumdat.xlsx___SO2___[13,46]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5638,"01sumdat.xlsx___SO2___[13,47]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5639,"01sumdat.xlsx___SO2___[13,48]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5640,"01sumdat.xlsx___SO2___[13,49]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5641,"01sumdat.xlsx___SO2___[14,1]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5642,"01sumdat.xlsx___SO2___[14,2]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5643,"01sumdat.xlsx___SO2___[14,3]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5644,"01sumdat.xlsx___SO2___[14,4]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,CH,2.0,0.0,-2.0,-2.0,2.0,0.0,-2.0,2.0
5645,"01sumdat.xlsx___SO2___[14,5]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,CH,3.0,1.0,-3.0,-1.0,3.0,1.0,-1.0,5.0
5646,"01sumdat.xlsx___SO2___[14,6]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,DS,0.0,0.0,-2.0,0.0,4.0,2.0,2.0,4.0
5647,"01sumdat.xlsx___SO2___[14,7]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5648,"01sumdat.xlsx___SO2___[14,8]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5649,"01sumdat.xlsx___SO2___[14,9]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5650,"01sumdat.xlsx___SO2___[14,10]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5651,"01sumdat.xlsx___SO2___[14,11]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5652,"01sumdat.xlsx___SO2___[14,12]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5653,"01sumdat.xlsx___SO2___[14,13]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5654,"01sumdat.xlsx___SO2___[14,14]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5655,"01sumdat.xlsx___SO2___[14,15]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5656,"01sumdat.xlsx___SO2___[14,16]",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,DE,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5657,"01sumdat.xlsx___SO2___[14,17]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,-2.0,2.0,2.0,2.0,2.0,6.0,0.0
5658,"01sumdat.xlsx___SO2___[14,18]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-4.0,-2.0,0.0,0.0,0.0,2.0,2.0,-2.0
5659,"01sumdat.xlsx___SO2___[14,19]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0
5660,"01sumdat.xlsx___SO2___[14,20]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0
5661,"01sumdat.xlsx___SO2___[14,21]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5662,"01sumdat.xlsx___SO2___[14,22]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5663,"01sumdat.xlsx___SO2___[14,23]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5664,"01sumdat.xlsx___SO2___[14,24]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5665,"01sumdat.xlsx___SO2___[14,25]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5666,"01sumdat.xlsx___SO2___[14,26]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5667,"01sumdat.xlsx___SO2___[14,27]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5668,"01sumdat.xlsx___SO2___[14,28]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5669,"01sumdat.xlsx___SO2___[14,29]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5670,"01sumdat.xlsx___SO2___[14,30]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5671,"01sumdat.xlsx___SO2___[14,31]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5672,"01sumdat.xlsx___SO2___[14,32]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5673,"01sumdat.xlsx___SO2___[14,33]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5674,"01sumdat.xlsx___SO2___[14,34]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5675,"01sumdat.xlsx___SO2___[14,35]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5676,"01sumdat.xlsx___SO2___[14,36]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5677,"01sumdat.xlsx___SO2___[14,37]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5678,"01sumdat.xlsx___SO2___[14,38]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5679,"01sumdat.xlsx___SO2___[14,39]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5680,"01sumdat.xlsx___SO2___[14,40]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5681,"01sumdat.xlsx___SO2___[14,41]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5682,"01sumdat.xlsx___SO2___[14,42]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5683,"01sumdat.xlsx___SO2___[14,43]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5684,"01sumdat.xlsx___SO2___[14,44]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5685,"01sumdat.xlsx___SO2___[14,45]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5686,"01sumdat.xlsx___SO2___[14,46]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5687,"01sumdat.xlsx___SO2___[14,47]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5688,"01sumdat.xlsx___SO2___[14,48]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5689,"01sumdat.xlsx___SO2___[14,49]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5690,"01sumdat.xlsx___SO2___[15,1]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5691,"01sumdat.xlsx___SO2___[15,2]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5692,"01sumdat.xlsx___SO2___[15,3]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5693,"01sumdat.xlsx___SO2___[15,4]",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,CH,1.0,1.0,-3.0,-3.0,1.0,1.0,-3.0,3.0
5694,"01sumdat.xlsx___SO2___[15,5]",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,CH,2.0,2.0,-2.0,-2.0,2.0,2.0,0.0,6.0
5695,"01sumdat.xlsx___SO2___[15,6]",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,DS,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5696,"01sumdat.xlsx___SO2___[15,7]",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5697,"01sumdat.xlsx___SO2___[15,8]",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5698,"01sumdat.xlsx___SO2___[15,9]",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5699,"01sumdat.xlsx___SO2___[15,10]",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5700,"01sumdat.xlsx___SO2___[15,11]",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5701,"01sumdat.xlsx___SO2___[15,12]",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5702,"01sumdat.xlsx___SO2___[15,13]",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5703,"01sumdat.xlsx___SO2___[15,14]",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5704,"01sumdat.xlsx___SO2___[15,15]",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,DC,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5705,"01sumdat.xlsx___SO2___[15,16]",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,DE,-1.0,-1.0,-1.0,-1.0,3.0,3.0,3.0,3.0
5706,"01sumdat.xlsx___SO2___[15,17]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,NDC,-2.0,-2.0,2.0,2.0,2.0,2.0,6.0,0.0
5707,"01sumdat.xlsx___SO2___[15,18]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,-3.0,-3.0,1.0,1.0,1.0,1.0,3.0,-3.0
5708,"01sumdat.xlsx___SO2___[15,19]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5709,"01sumdat.xlsx___SO2___[15,20]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5710,"01sumdat.xlsx___SO2___[15,21]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5711,"01sumdat.xlsx___SO2___[15,22]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5712,"01sumdat.xlsx___SO2___[15,23]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5713,"01sumdat.xlsx___SO2___[15,24]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5714,"01sumdat.xlsx___SO2___[15,25]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5715,"01sumdat.xlsx___SO2___[15,26]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5716,"01sumdat.xlsx___SO2___[15,27]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5717,"01sumdat.xlsx___SO2___[15,28]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5718,"01sumdat.xlsx___SO2___[15,29]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5719,"01sumdat.xlsx___SO2___[15,30]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5720,"01sumdat.xlsx___SO2___[15,31]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5721,"01sumdat.xlsx___SO2___[15,32]",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5722,"01sumdat.xlsx___SO2___[15,33]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5723,"01sumdat.xlsx___SO2___[15,34]",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
