<<<<<<< HEAD
dnhperftbls8f.xls, 8f relaxation, 0, data_03179980139746996.xls, 8f relaxation, 0, 1
dnhperftbls.xls, dnhperf, 3, data_3769081217683655.xls, dnhperf, 3, 1
dnhperftbls.xls, dnhperf, 4, data_3769081217683655.xls, dnhperf, 4, 1
dnhperftbls.xls, dnhperf, 5, data_3769081217683655.xls, dnhperf, 5, 1
dnhperftbls.xls, dnhperf, 6, data_3769081217683655.xls, dnhperf, 6, 1
dnhperftbls.xls, dnhperf, 7, data_3769081217683655.xls, dnhperf, 7, 1
dnhperftbls.xls, dnhperf, 8, data_3769081217683655.xls, dnhperf, 8, 1
dnhperftbls.xls, dnhperf, 9, data_3769081217683655.xls, dnhperf, 9, 1
dnhperftbls.xls, dnhperf, 10, data_3769081217683655.xls, dnhperf, 10, 1
dnhperftbls.xls, dnhperf, 11, data_3769081217683655.xls, dnhperf, 11, 1
dnhperftbls.xls, dnhperf, 12, data_3769081217683655.xls, dnhperf, 12, 1
dnhperftbls.xls, dnhperf, 13, data_3769081217683655.xls, dnhperf, 13, 1
dnhperftbls.xls, dnhperf, 14, data_3769081217683655.xls, dnhperf, 14, 1
dnhperftbls.xls, dnhperf, 15, data_3769081217683655.xls, dnhperf, 15, 1
dnhperftbls.xls, dnhperf, 16, data_3769081217683655.xls, dnhperf, 16, 1
dnhperftbls.xls, dnhperf, 17, data_3769081217683655.xls, dnhperf, 17, 1
dnhperftbls.xls, dnhperf, 18, data_3769081217683655.xls, dnhperf, 18, 1
dnhperftbls.xls, dnhperf, 19, data_3769081217683655.xls, dnhperf, 19, 1
dnhperftbls.xls, dnhperf, 20, data_3769081217683655.xls, dnhperf, 20, 1
dnhperftbls.xls, dnhperf, 21, data_3769081217683655.xls, dnhperf, 21, 1
dnhperftbls.xls, dnhperf, 22, data_3769081217683655.xls, dnhperf, 22, 1
dnhperftbls.xls, dnhperf, 23, data_3769081217683655.xls, dnhperf, 23, 1
dnhperftbls.xls, 8f relaxation, 0, data_3769081217683655.xls, 8f relaxation, 0, 1
dnhperftbls.xls, 8f relaxation, 1, data_3769081217683655.xls, 8f relaxation, 1, 1
dnhperftbls.xls, 8f relaxation, 2, data_3769081217683655.xls, 8f relaxation, 2, 1
dnhperftbls.xls, 8f relaxation, 3, data_3769081217683655.xls, 8f relaxation, 3, 1
dnhperftbls.xls, 8f relaxation, 4, data_3769081217683655.xls, 8f relaxation, 4, 1
dnhperftbls.xls, 8f relaxation, 5, data_3769081217683655.xls, 8f relaxation, 5, 1
dnhperftbls.xls, 8f relaxation, 6, data_3769081217683655.xls, 8f relaxation, 6, 1
dnhperftbls.xls, 8f relaxation, 7, data_3769081217683655.xls, 8f relaxation, 7, 1
dnhperftbls.xls, 8f relaxation, 8, data_3769081217683655.xls, 8f relaxation, 8, 1
dnhperftbls.xls, 8f relaxation, 9, data_3769081217683655.xls, 8f relaxation, 9, 1
dnhperftbls.xls, 8f relaxation, 10, data_3769081217683655.xls, 8f relaxation, 10, 1
dnhperftbls.xls, 8f relaxation, 11, data_3769081217683655.xls, 8f relaxation, 11, 1
dnhperftbls.xls, 8f relaxation, 12, data_3769081217683655.xls, 8f relaxation, 12, 1
dnhperftbls.xls, 8f relaxation, 13, data_3769081217683655.xls, 8f relaxation, 13, 1
dnhperftbls.xls, 8f relaxation, 14, data_3769081217683655.xls, 8f relaxation, 14, 1
dnhperftbls.xls, 8f relaxation, 15, data_3769081217683655.xls, 8f relaxation, 15, 1
dnhperftbls.xls, 8f relaxation, 16, data_3769081217683655.xls, 8f relaxation, 16, 1
dnhperftbls.xls, 8f relaxation, 17, data_3769081217683655.xls, 8f relaxation, 17, 1
dnhperftbls.xls, 8f relaxation, 18, data_3769081217683655.xls, 8f relaxation, 18, 1
dnhperftbls.xls, 8f relaxation, 19, data_3769081217683655.xls, 8f relaxation, 19, 1
dnhperftbls.xls, 8f relaxation, 20, data_3769081217683655.xls, 8f relaxation, 20, 1
dnhperftbls.xls, 8f relaxation, 21, data_3769081217683655.xls, 8f relaxation, 21, 1
dnhperftbls.xls, 8f relaxation, 22, data_3769081217683655.xls, 8f relaxation, 22, 1
dnhperftbls.xls, 8f relaxation, 23, data_3769081217683655.xls, 8f relaxation, 23, 1
dnhperftbls.xls, 8f relaxation, 24, data_3769081217683655.xls, 8f relaxation, 24, 1
dnhperftbls.xls, 8f relaxation, 25, data_3769081217683655.xls, 8f relaxation, 25, 1
dnhperftbls.xls, 8f relaxation, 26, data_3769081217683655.xls, 8f relaxation, 26, 1
dnhperftbls.xls, 8f relaxation, 27, data_3769081217683655.xls, 8f relaxation, 27, 1
dnhperftbls.xls, 8f relaxation, 28, data_3769081217683655.xls, 8f relaxation, 28, 1
dnhperftbls.xls, 8f variables, 0, data_3769081217683655.xls, 8f variables, 0, 1
dnhperftbls.xls, 8f variables, 1, data_3769081217683655.xls, 8f variables, 1, 1
dnhperftbls.xls, 8f variables, 2, data_3769081217683655.xls, 8f variables, 2, 1
dnhperftbls.xls, 8f variables, 3, data_3769081217683655.xls, 8f variables, 3, 1
dnhperftbls.xls, 8f variables, 4, data_3769081217683655.xls, 8f variables, 4, 1
dnhperftbls.xls, 8f variables, 5, data_3769081217683655.xls, 8f variables, 5, 1
dnhperftbls.xls, 8f variables, 6, data_3769081217683655.xls, 8f variables, 6, 1
dnhperftbls.xls, 8f variables, 7, data_3769081217683655.xls, 8f variables, 7, 1
dnhperftbls.xls, 8f variables, 8, data_3769081217683655.xls, 8f variables, 8, 1
dnhperftbls.xls, 8f variables, 9, data_3769081217683655.xls, 8f variables, 9, 1
dnhperftbls.xls, 8f variables, 10, data_3769081217683655.xls, 8f variables, 10, 1
dnhperftbls.xls, 8f variables, 11, data_3769081217683655.xls, 8f variables, 11, 1
dnhperftbls.xls, 8f variables, 12, data_3769081217683655.xls, 8f variables, 12, 1
dnhperftbls.xls, 8f variables, 13, data_3769081217683655.xls, 8f variables, 13, 1
dnhperftbls.xls, 8f variables, 14, data_3769081217683655.xls, 8f variables, 14, 1
dnhperftbls.xls, 8f variables, 15, data_3769081217683655.xls, 8f variables, 15, 1
dnhperftbls.xls, 8f variables, 16, data_3769081217683655.xls, 8f variables, 16, 1
dnhperftbls.xls, 8f variables, 17, data_3769081217683655.xls, 8f variables, 17, 1
dnhperftbls.xls, 8f variables, 18, data_3769081217683655.xls, 8f variables, 18, 1
dnhperftbls.xls, 8f variables, 19, data_3769081217683655.xls, 8f variables, 19, 1
dnhperftbls.xls, 8f variables, 20, data_3769081217683655.xls, 8f variables, 20, 1
dnhperftbls.xls, 8f variables, 21, data_3769081217683655.xls, 8f variables, 21, 1
dnhperftbls.xls, 8f variables, 22, data_3769081217683655.xls, 8f variables, 22, 1
dnhperftbls.xls, 8f variables, 23, data_3769081217683655.xls, 8f variables, 23, 1
dnhperftbls.xls, 8f variables, 24, data_3769081217683655.xls, 8f variables, 24, 1
dnhperftbls.xls, 8f variables, 25, data_3769081217683655.xls, 8f variables, 25, 1
dnhperftbls.xls, 8f variables, 26, data_3769081217683655.xls, 8f variables, 26, 1
dnhperftbls.xls, 8f variables, 27, data_3769081217683655.xls, 8f variables, 27, 1
dnhperftbls.xls, 8f variables, 28, data_3769081217683655.xls, 8f variables, 28, 1
GOA2007-Leg1-C14_1.xls, 081807-LIGHTLEVELS, 0, data_44372826890267936.xls, 081807-LIGHTLEVELS, 0, 1
GOA2007-Leg1-C14_1.xls, 081807-LIGHTLEVELS, 1, data_44372826890267936.xls, 081807-LIGHTLEVELS, 1, 1
GOA2007-Leg1-C14_1.xls, 081807-LIGHTLEVELS, 2, data_44372826890267936.xls, 081807-LIGHTLEVELS, 2, 1
GOA2007-Leg1-C14_1.xls, 081807-LIGHTLEVELS, 3, data_44372826890267936.xls, 081807-LIGHTLEVELS, 3, 1
GOA2007-Leg1-C14_1.xls, 081807-LIGHTLEVELS, 4, data_44372826890267936.xls, 081807-LIGHTLEVELS, 4, 1
GOA2007-Leg1-C14_1.xls, 081807-LIGHTLEVELS, 5, data_44372826890267936.xls, 081807-LIGHTLEVELS, 5, 1
GOA2007-Leg1-C14_1.xls, 081807-LIGHTLEVELS, 6, data_44372826890267936.xls, 081807-LIGHTLEVELS, 6, 1
GOA2007-Leg1-C14_1.xls, 081807-LIGHTLEVELS, 7, data_44372826890267936.xls, 081807-LIGHTLEVELS, 7, 1
GOA2007-Leg1-C14_1.xls, 081807-LIGHTLEVELS, 8, data_44372826890267936.xls, 081807-LIGHTLEVELS, 8, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 0, data_44372826890267936.xls, CHLOROPHYLL, 0, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 1, data_44372826890267936.xls, CHLOROPHYLL, 1, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 2, data_44372826890267936.xls, CHLOROPHYLL, 2, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 3, data_44372826890267936.xls, CHLOROPHYLL, 3, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 4, data_44372826890267936.xls, CHLOROPHYLL, 4, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 5, data_44372826890267936.xls, CHLOROPHYLL, 5, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 6, data_44372826890267936.xls, CHLOROPHYLL, 6, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 7, data_44372826890267936.xls, CHLOROPHYLL, 7, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 8, data_44372826890267936.xls, CHLOROPHYLL, 8, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 9, data_44372826890267936.xls, CHLOROPHYLL, 9, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 10, data_44372826890267936.xls, CHLOROPHYLL, 10, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 11, data_44372826890267936.xls, CHLOROPHYLL, 11, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 12, data_44372826890267936.xls, CHLOROPHYLL, 12, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 13, data_44372826890267936.xls, CHLOROPHYLL, 13, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 14, data_44372826890267936.xls, CHLOROPHYLL, 14, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 15, data_44372826890267936.xls, CHLOROPHYLL, 15, 1
GOA2007-Leg1-C14_1.xls, CHLOROPHYLL, 16, data_44372826890267936.xls, CHLOROPHYLL, 16, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 0, data_44372826890267936.xls, SUMMARY CTD, 0, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 1, data_44372826890267936.xls, SUMMARY CTD, 1, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 2, data_44372826890267936.xls, SUMMARY CTD, 2, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 3, data_44372826890267936.xls, SUMMARY CTD, 3, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 4, data_44372826890267936.xls, SUMMARY CTD, 4, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 5, data_44372826890267936.xls, SUMMARY CTD, 5, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 6, data_44372826890267936.xls, SUMMARY CTD, 6, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 7, data_44372826890267936.xls, SUMMARY CTD, 7, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 8, data_44372826890267936.xls, SUMMARY CTD, 8, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 9, data_44372826890267936.xls, SUMMARY CTD, 9, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 10, data_44372826890267936.xls, SUMMARY CTD, 10, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 11, data_44372826890267936.xls, SUMMARY CTD, 11, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 12, data_44372826890267936.xls, SUMMARY CTD, 12, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 13, data_44372826890267936.xls, SUMMARY CTD, 13, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 14, data_44372826890267936.xls, SUMMARY CTD, 14, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 15, data_44372826890267936.xls, SUMMARY CTD, 15, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 16, data_44372826890267936.xls, SUMMARY CTD, 16, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 17, data_44372826890267936.xls, SUMMARY CTD, 17, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 18, data_44372826890267936.xls, SUMMARY CTD, 18, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 19, data_44372826890267936.xls, SUMMARY CTD, 19, 1
GOA2007-Leg1-C14_1.xls, SUMMARY CTD, 20, data_44372826890267936.xls, SUMMARY CTD, 20, 1
GOA2007-Leg1-C14_1.xls, C001, 0, data_44372826890267936.xls, C001, 0, 1
GOA2007-Leg1-C14_1.xls, C001, 1, data_44372826890267936.xls, C001, 1, 1
GOA2007-Leg1-C14_1.xls, C001, 2, data_44372826890267936.xls, C001, 2, 1
GOA2007-Leg1-C14_1.xls, C001, 3, data_44372826890267936.xls, C001, 3, 1
GOA2007-Leg1-C14_1.xls, C001, 4, data_44372826890267936.xls, C001, 4, 1
GOA2007-Leg1-C14_1.xls, C007, 0, data_44372826890267936.xls, C007, 0, 1
GOA2007-Leg1-C14_1.xls, C007, 1, data_44372826890267936.xls, C007, 1, 1
GOA2007-Leg1-C14_1.xls, C007, 2, data_44372826890267936.xls, C007, 2, 1
GOA2007-Leg1-C14_1.xls, C007, 3, data_44372826890267936.xls, C007, 3, 1
GOA2007-Leg1-C14_1.xls, C007, 4, data_44372826890267936.xls, C007, 4, 1
GOA2007-Leg1-C14_1.xls, C012, 0, data_44372826890267936.xls, C012, 0, 1
GOA2007-Leg1-C14_1.xls, C012, 1, data_44372826890267936.xls, C012, 1, 1
GOA2007-Leg1-C14_1.xls, C012, 2, data_44372826890267936.xls, C012, 2, 1
GOA2007-Leg1-C14_1.xls, C012, 3, data_44372826890267936.xls, C012, 3, 1
GOA2007-Leg1-C14_1.xls, C012, 4, data_44372826890267936.xls, C012, 4, 1
GOA2007-Leg1-C14_1.xls, C017, 0, data_44372826890267936.xls, C017, 0, 1
GOA2007-Leg1-C14_1.xls, C017, 1, data_44372826890267936.xls, C017, 1, 1
GOA2007-Leg1-C14_1.xls, C017, 2, data_44372826890267936.xls, C017, 2, 1
GOA2007-Leg1-C14_1.xls, C017, 3, data_44372826890267936.xls, C017, 3, 1
GOA2007-Leg1-C14_1.xls, C017, 4, data_44372826890267936.xls, C017, 4, 1
GOA2007-Leg1-C14_1.xls, C019, 0, data_44372826890267936.xls, C019, 0, 1
GOA2007-Leg1-C14_1.xls, C019, 1, data_44372826890267936.xls, C019, 1, 1
GOA2007-Leg1-C14_1.xls, C019, 2, data_44372826890267936.xls, C019, 2, 1
GOA2007-Leg1-C14_1.xls, C019, 3, data_44372826890267936.xls, C019, 3, 1
GOA2007-Leg1-C14_1.xls, C019, 4, data_44372826890267936.xls, C019, 4, 1
GOA2007-Leg1-C14_1.xls, C023, 0, data_44372826890267936.xls, C023, 0, 1
GOA2007-Leg1-C14_1.xls, C023, 1, data_44372826890267936.xls, C023, 1, 1
GOA2007-Leg1-C14_1.xls, C023, 2, data_44372826890267936.xls, C023, 2, 1
GOA2007-Leg1-C14_1.xls, C023, 3, data_44372826890267936.xls, C023, 3, 1
GOA2007-Leg1-C14_1.xls, C024,C025, 0, data_44372826890267936.xls, C024,C025, 0, 1
GOA2007-Leg1-C14_1.xls, C024,C025, 1, data_44372826890267936.xls, C024,C025, 1, 1
GOA2007-Leg1-C14_1.xls, C024,C025, 2, data_44372826890267936.xls, C024,C025, 2, 1
GOA2007-Leg1-C14_1.xls, C024,C025, 3, data_44372826890267936.xls, C024,C025, 3, 1
GOA2007-Leg1-C14_1.xls, C027, 0, data_44372826890267936.xls, C027, 0, 1
GOA2007-Leg1-C14_1.xls, C027, 1, data_44372826890267936.xls, C027, 1, 1
GOA2007-Leg1-C14_1.xls, C027, 2, data_44372826890267936.xls, C027, 2, 1
GOA2007-Leg1-C14_1.xls, C027, 3, data_44372826890267936.xls, C027, 3, 1
GOA2007-Leg1-C14_1.xls, C029, 0, data_44372826890267936.xls, C029, 0, 1
GOA2007-Leg1-C14_1.xls, C029, 1, data_44372826890267936.xls, C029, 1, 1
GOA2007-Leg1-C14_1.xls, C029, 2, data_44372826890267936.xls, C029, 2, 1
GOA2007-Leg1-C14_1.xls, C029, 3, data_44372826890267936.xls, C029, 3, 1
GOA2007-Leg1-C14_1.xls, C029, 4, data_44372826890267936.xls, C029, 4, 1
GOA2007-Leg1-C14_1.xls, C030, 0, data_44372826890267936.xls, C030, 0, 1
GOA2007-Leg1-C14_1.xls, C030, 1, data_44372826890267936.xls, C030, 1, 1
GOA2007-Leg1-C14_1.xls, C030, 2, data_44372826890267936.xls, C030, 2, 1
GOA2007-Leg1-C14_1.xls, C030, 3, data_44372826890267936.xls, C030, 3, 1
GOA2007-Leg1-C14_1.xls, C030, 4, data_44372826890267936.xls, C030, 4, 1
GOA2007-Leg1-C14_1.xls, HNLCG1, 0, data_44372826890267936.xls, HNLCG1, 0, 1
GOA2007-Leg1-C14_1.xls, HNLCG1, 1, data_44372826890267936.xls, HNLCG1, 1, 1
GOA2007-Leg1-C14_1.xls, HNLCG1, 2, data_44372826890267936.xls, HNLCG1, 2, 1
GOA2007-Leg1-C14_1.xls, HNLCG1, 3, data_44372826890267936.xls, HNLCG1, 3, 1
GOA2007-Leg1-C14_1.xls, HNLCG1, 4, data_44372826890267936.xls, HNLCG1, 4, 1
GOA2007-Leg1-C14_1.xls, PE1--CG1D0, 0, data_44372826890267936.xls, PE1--CG1D0, 0, 1
GOA2007-Leg1-C14_1.xls, PE1--CG1D0, 1, data_44372826890267936.xls, PE1--CG1D0, 1, 1
GOA2007-Leg1-C14_1.xls, PE1--CG1D0, 2, data_44372826890267936.xls, PE1--CG1D0, 2, 1
GOA2007-Leg1-C14_1.xls, PE1--CG1D0, 3, data_44372826890267936.xls, PE1--CG1D0, 3, 1
GOA2007-Leg1-C14_1.xls, PE1--CG1D0, 4, data_44372826890267936.xls, PE1--CG1D0, 4, 1
GOA2007-Leg1-C14_1.xls, PE1--CG1D0, 5, data_44372826890267936.xls, PE1--CG1D0, 5, 1
GOA2007-Leg1-C14_1.xls, PE1--CG1D0, 6, data_44372826890267936.xls, PE1--CG1D0, 6, 1
GOA2007-Leg1-C14_1.xls, PE1--CG1D0, 7, data_44372826890267936.xls, PE1--CG1D0, 7, 1
GOA2007-Leg1-C14_1.xls, PE-C001, 0, data_44372826890267936.xls, PE-C001, 0, 1
GOA2007-Leg1-C14_1.xls, PE-C001, 1, data_44372826890267936.xls, PE-C001, 1, 1
GOA2007-Leg1-C14_1.xls, PE-C001, 2, data_44372826890267936.xls, PE-C001, 2, 1
GOA2007-Leg1-C14_1.xls, PE-C001, 3, data_44372826890267936.xls, PE-C001, 3, 1
GOA2007-Leg1-C14_1.xls, PE-C003, 0, data_44372826890267936.xls, PE-C003, 0, 1
GOA2007-Leg1-C14_1.xls, PE-C003, 1, data_44372826890267936.xls, PE-C003, 1, 1
GOA2007-Leg1-C14_1.xls, PE-C003, 2, data_44372826890267936.xls, PE-C003, 2, 1
GOA2007-Leg1-C14_1.xls, PE-C003, 3, data_44372826890267936.xls, PE-C003, 3, 1
GOA2007-Leg1-C14_1.xls, PE-C003, 4, data_44372826890267936.xls, PE-C003, 4, 1
GOA2007-Leg1-C14_1.xls, PE-C007, 0, data_44372826890267936.xls, PE-C007, 0, 1
GOA2007-Leg1-C14_1.xls, PE-C007, 1, data_44372826890267936.xls, PE-C007, 1, 1
GOA2007-Leg1-C14_1.xls, PE-C007, 2, data_44372826890267936.xls, PE-C007, 2, 1
GOA2007-Leg1-C14_1.xls, PE-C007, 3, data_44372826890267936.xls, PE-C007, 3, 1
GOA2007-Leg1-C14_1.xls, PE-C007, 4, data_44372826890267936.xls, PE-C007, 4, 1
GOA2007-Leg1-C14_1.xls, PE-C007, 5, data_44372826890267936.xls, PE-C007, 5, 1
GOA2007-Leg1-C14_1.xls, PE-C012, 0, data_44372826890267936.xls, PE-C012, 0, 1
GOA2007-Leg1-C14_1.xls, PE-C012, 1, data_44372826890267936.xls, PE-C012, 1, 1
GOA2007-Leg1-C14_1.xls, PE-C012, 2, data_44372826890267936.xls, PE-C012, 2, 1
GOA2007-Leg1-C14_1.xls, PE-C012, 3, data_44372826890267936.xls, PE-C012, 3, 1
GOA2007-Leg1-C14_1.xls, PE-C012, 4, data_44372826890267936.xls, PE-C012, 4, 1
GOA2007-Leg1-C14_1.xls, PE-C017, 0, data_44372826890267936.xls, PE-C017, 0, 1
GOA2007-Leg1-C14_1.xls, PE-C017, 1, data_44372826890267936.xls, PE-C017, 1, 1
GOA2007-Leg1-C14_1.xls, PE-C017, 2, data_44372826890267936.xls, PE-C017, 2, 1
GOA2007-Leg1-C14_1.xls, PE-C017, 3, data_44372826890267936.xls, PE-C017, 3, 1
GOA2007-Leg1-C14_1.xls, PE-C017, 4, data_44372826890267936.xls, PE-C017, 4, 1
GOA2007-Leg1-C14_1.xls, PE-C019, 0, data_44372826890267936.xls, PE-C019, 0, 1
GOA2007-Leg1-C14_1.xls, PE-C019, 1, data_44372826890267936.xls, PE-C019, 1, 1
GOA2007-Leg1-C14_1.xls, PE-C019, 2, data_44372826890267936.xls, PE-C019, 2, 1
GOA2007-Leg1-C14_1.xls, PE-C019, 3, data_44372826890267936.xls, PE-C019, 3, 1
GOA2007-Leg1-C14_1.xls, PE-C023, 0, data_44372826890267936.xls, PE-C023, 0, 1
GOA2007-Leg1-C14_1.xls, PE-C023, 1, data_44372826890267936.xls, PE-C023, 1, 1
GOA2007-Leg1-C14_1.xls, PE-C023, 2, data_44372826890267936.xls, PE-C023, 2, 1
GOA2007-Leg1-C14_1.xls, PE-C023, 3, data_44372826890267936.xls, PE-C023, 3, 1
GOA2007-Leg1-C14_1.xls, PE-C023, 4, data_44372826890267936.xls, PE-C023, 4, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-PE, 0, data_44372826890267936.xls, HNLCG1-PE, 0, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-PE, 1, data_44372826890267936.xls, HNLCG1-PE, 1, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-PE, 2, data_44372826890267936.xls, HNLCG1-PE, 2, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-PE, 3, data_44372826890267936.xls, HNLCG1-PE, 3, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-D5, 0, data_44372826890267936.xls, HNLCG1-D5, 0, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-D5, 1, data_44372826890267936.xls, HNLCG1-D5, 1, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-D5, 2, data_44372826890267936.xls, HNLCG1-D5, 2, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-D5, 3, data_44372826890267936.xls, HNLCG1-D5, 3, 1
GOA2007-Leg1-C14_1.xls, HNLCG1-D5, 4, data_44372826890267936.xls, HNLCG1-D5, 4, 1
GOA2007-Leg1-C14_1.xls, PE-GAC1, 0, data_44372826890267936.xls, PE-GAC1, 0, 1
GOA2007-Leg1-C14_1.xls, PE-GAC1, 1, data_44372826890267936.xls, PE-GAC1, 1, 1
GOA2007-Leg1-C14_1.xls, PE-GAC1, 2, data_44372826890267936.xls, PE-GAC1, 2, 1
GOA2007-Leg1-C14_1.xls, PE-GAC1, 3, data_44372826890267936.xls, PE-GAC1, 3, 1
GOA2007-Leg1-C14_1.xls, PE-GAC6, 0, data_44372826890267936.xls, PE-GAC6, 0, 1
GOA2007-Leg1-C14_1.xls, PE-GAC6, 1, data_44372826890267936.xls, PE-GAC6, 1, 1
GOA2007-Leg1-C14_1.xls, PE-GAC6, 2, data_44372826890267936.xls, PE-GAC6, 2, 1
GOA2007-Leg1-C14_1.xls, PE-GAC6, 3, data_44372826890267936.xls, PE-GAC6, 3, 1
GOA2007-Leg1-C14_1.xls, PE-GAC10, 0, data_44372826890267936.xls, PE-GAC10, 0, 1
GOA2007-Leg1-C14_1.xls, PE-GAC10, 1, data_44372826890267936.xls, PE-GAC10, 1, 1
GOA2007-Leg1-C14_1.xls, PE-GAC10, 2, data_44372826890267936.xls, PE-GAC10, 2, 1
GOA2007-Leg1-C14_1.xls, PE-GAC10, 3, data_44372826890267936.xls, PE-GAC10, 3, 1
GOA2007-Leg1-C14_1.xls, PE-C031, 0, data_44372826890267936.xls, PE-C031, 0, 1
GOA2007-Leg1-C14_1.xls, PE-C031, 1, data_44372826890267936.xls, PE-C031, 1, 1
GOA2007-Leg1-C14_1.xls, PE-C031, 2, data_44372826890267936.xls, PE-C031, 2, 1
GOA2007-Leg1-C14_1.xls, PE-C031, 3, data_44372826890267936.xls, PE-C031, 3, 1
GOA2007-Leg1-C14_1.xls, PE-C031, 4, data_44372826890267936.xls, PE-C031, 4, 1
GOA2007-Leg1-C14_1.xls, PE-C031, 5, data_44372826890267936.xls, PE-C031, 5, 1
201007_Wecoma_water_sample_total_dissolved_nitrogen_phosphorous.xls, metadata, 0, data_59231252943502.xls, metadata, 0, 1
201007_Wecoma_water_sample_total_dissolved_nitrogen_phosphorous.xls, metadata, 1, data_59231252943502.xls, metadata, 1, 1
201007_Wecoma_water_sample_total_dissolved_nitrogen_phosphorous.xls, metadata, 2, data_59231252943502.xls, metadata, 2, 1
201007_Wecoma_water_sample_total_dissolved_nitrogen_phosphorous.xls, data, 0, data_59231252943502.xls, data, 0, 1
201007_Wecoma_water_sample_total_dissolved_nitrogen_phosphorous.xls, data, 1, data_59231252943502.xls, data, 1, 1
201007_Wecoma_water_sample_total_dissolved_nitrogen_phosphorous.xls, data, 2, data_59231252943502.xls, data, 2, 1
Analytics_DNH_Research_Edition_Top_Events_20120118-20120119afxdrankalttry.xls, Analytics_DNH_Research_Edition_, 0, data_5490954498326872.xls, Analytics_DNH_Research_Edition_, 0, 1
Analytics_DNH_Research_Edition_Top_Events_20120118-20120119afxdrankalttry.xls, Analytics_DNH_Research_Edition_, 1, data_5490954498326872.xls, Analytics_DNH_Research_Edition_, 1, 1
Analytics_DNH_Research_Edition_Top_Events_20120118-20120119afxdrankalttry.xls, Analytics_DNH_Research_Edition_, 2, data_5490954498326872.xls, Analytics_DNH_Research_Edition_, 2, 1
Analytics_DNH_Research_Edition_Top_Events_20120118-20120119afxdrankalttry.xls, Analytics_DNH_Research_Edition_, 3, data_5490954498326872.xls, Analytics_DNH_Research_Edition_, 3, 1
Analytics_DNH_Research_Edition_Top_Events_20120118-20120119afxdrankalttry.xls, Analytics_DNH_Research_Edition_, 4, data_5490954498326872.xls, Analytics_DNH_Research_Edition_, 4, 1
Analytics_DNH_Research_Edition_Top_Events_20120118-20120119afxdrankalttry.xls, Analytics_DNH_Research_Edition_, 5, data_5490954498326872.xls, Analytics_DNH_Research_Edition_, 5, 1
Analytics_DNH_Research_Edition_Top_Events_20120118-20120119afxdrankalttry.xls, Analytics_DNH_Research_Edition_, 6, data_5490954498326872.xls, Analytics_DNH_Research_Edition_, 6, 1
Analytics_DNH_Research_Edition_Top_Events_20120118-20120119afxdrankalttry.xls, Analytics_DNH_Research_Edition_, 7, data_5490954498326872.xls, Analytics_DNH_Research_Edition_, 7, 1
